,intolerance_1,intolerance_2,Run,Avg pct similar neighbors (A) dim 1,Avg pct similar neighbors (A) dim 2,Avg pct similar neighbors (B) dim 1,Avg pct similar neighbors (B) dim 2,Intolerance_1,Intolerance_2,Num Agents,Num Agents (A) dim 1,Num Agents (A) dim 2,Num Agents (B) dim 1,Num Agents (B) dim 2,Pct Happy,Pct Happy Group A dim 1,Pct Happy Group A dim 2,Pct Happy Group B dim 1,Pct Happy Group B dim 2,Pct group B dim 1,Pct group B dim 2,height,width,num_agents,minority_pc_1,minority_pc_2,stopping_level
437,0.875,0.25,437,100.0,59.5,39.4,42.4,0.875,0.25,200,120,120,80,80,1.5,1.7,2.5,1.2,0.0,0.4,0.4,16,16,200,0.4,0.4,1
438,0.875,0.25,438,100.0,60.8,40.8,40.7,0.875,0.25,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
439,0.875,0.25,439,100.0,59.1,38.9,38.8,0.875,0.25,200,120,120,80,80,1.5,2.5,1.7,0.0,1.2,0.4,0.4,16,16,200,0.4,0.4,1
440,0.875,0.375,440,100.0,58.6,39.8,40.5,0.875,0.375,200,120,120,80,80,1.5,2.5,2.5,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
441,0.875,0.375,441,100.0,63.6,42.4,41.8,0.875,0.375,200,120,120,80,80,1.0,1.7,0.8,0.0,1.2,0.4,0.4,16,16,200,0.4,0.4,1
442,0.875,0.375,442,100.0,59.8,38.6,39.0,0.875,0.375,200,120,120,80,80,3.0,4.2,4.2,1.2,1.2,0.4,0.4,16,16,200,0.4,0.4,1
443,0.875,0.375,443,100.0,59.4,43.4,40.2,0.875,0.375,200,120,120,80,80,0.5,0.8,0.0,0.0,1.2,0.4,0.4,16,16,200,0.4,0.4,1
444,0.875,0.375,444,100.0,59.1,38.8,36.5,0.875,0.375,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
445,0.875,0.375,445,100.0,57.7,41.1,40.0,0.875,0.375,200,120,120,80,80,1.0,1.7,1.7,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
446,0.875,0.375,446,100.0,60.3,45.2,38.6,0.875,0.375,200,120,120,80,80,1.5,2.5,2.5,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
447,0.875,0.375,447,100.0,59.7,39.5,39.7,0.875,0.375,200,120,120,80,80,2.0,3.3,2.5,0.0,1.2,0.4,0.4,16,16,200,0.4,0.4,1
448,0.875,0.375,448,100.0,61.7,37.8,39.6,0.875,0.375,200,120,120,80,80,2.5,4.2,2.5,0.0,2.5,0.4,0.4,16,16,200,0.4,0.4,1
449,0.875,0.375,449,100.0,59.3,43.7,37.0,0.875,0.375,200,120,120,80,80,1.5,2.5,2.5,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
450,0.875,0.5,450,100.0,61.1,35.2,41.1,0.875,0.5,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
451,0.875,0.5,451,100.0,59.9,40.6,41.1,0.875,0.5,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
452,0.875,0.5,452,100.0,58.6,40.3,42.8,0.875,0.5,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
453,0.875,0.5,453,100.0,59.2,39.3,39.9,0.875,0.5,200,120,120,80,80,1.0,1.7,1.7,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
454,0.875,0.5,454,100.0,59.3,39.6,39.0,0.875,0.5,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
455,0.875,0.5,455,100.0,63.2,38.7,42.5,0.875,0.5,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
456,0.875,0.5,456,100.0,59.5,40.1,42.0,0.875,0.5,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
457,0.875,0.5,457,100.0,57.7,40.8,39.4,0.875,0.5,200,120,120,80,80,2.5,4.2,4.2,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
458,0.875,0.5,458,100.0,57.8,38.6,37.8,0.875,0.5,200,120,120,80,80,2.0,3.3,3.3,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
459,0.875,0.5,459,100.0,59.2,42.6,40.1,0.875,0.5,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
460,0.875,0.625,460,100.0,59.4,38.7,40.2,0.875,0.625,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
461,0.875,0.625,461,100.0,59.5,41.1,40.7,0.875,0.625,200,120,120,80,80,2.0,3.3,3.3,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
462,0.875,0.625,462,100.0,60.2,36.9,40.6,0.875,0.625,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
463,0.875,0.625,463,100.0,60.2,38.8,39.7,0.875,0.625,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
464,0.875,0.625,464,100.0,56.9,42.9,41.6,0.875,0.625,200,120,120,80,80,3.0,5.0,5.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
465,0.875,0.625,465,100.0,60.2,41.3,38.1,0.875,0.625,200,120,120,80,80,1.0,1.7,1.7,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
466,0.875,0.625,466,100.0,62.0,39.5,38.5,0.875,0.625,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
467,0.875,0.625,467,100.0,59.1,38.7,39.0,0.875,0.625,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
468,0.875,0.625,468,100.0,59.7,40.6,40.5,0.875,0.625,200,120,120,80,80,1.5,2.5,2.5,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
469,0.875,0.625,469,100.0,63.8,39.8,42.1,0.875,0.625,200,120,120,80,80,1.5,2.5,2.5,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
470,0.875,0.75,470,100.0,59.0,39.1,39.5,0.875,0.75,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
471,0.875,0.75,471,100.0,59.7,39.9,40.8,0.875,0.75,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
472,0.875,0.75,472,100.0,58.9,40.8,39.8,0.875,0.75,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
473,0.875,0.75,473,100.0,61.1,38.0,42.1,0.875,0.75,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
474,0.875,0.75,474,100.0,61.8,40.6,39.5,0.875,0.75,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
475,0.875,0.75,475,100.0,61.9,38.3,40.3,0.875,0.75,200,120,120,80,80,1.5,2.5,2.5,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
476,0.875,0.75,476,100.0,59.7,39.9,41.7,0.875,0.75,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
477,0.875,0.75,477,100.0,63.4,41.4,41.2,0.875,0.75,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
478,0.875,0.75,478,100.0,61.3,39.3,37.0,0.875,0.75,200,120,120,80,80,0.5,0.8,0.8,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
479,0.875,0.75,479,100.0,58.6,39.3,43.0,0.875,0.75,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
480,0.875,0.875,480,100.0,57.9,39.2,39.1,0.875,0.875,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
481,0.875,0.875,481,100.0,59.6,38.5,42.6,0.875,0.875,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
482,0.875,0.875,482,100.0,59.4,39.8,37.9,0.875,0.875,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
483,0.875,0.875,483,100.0,60.2,40.0,40.3,0.875,0.875,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
484,0.875,0.875,484,100.0,61.2,39.3,37.3,0.875,0.875,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
485,0.875,0.875,485,100.0,60.0,39.9,36.7,0.875,0.875,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
486,0.875,0.875,486,100.0,56.7,37.3,40.1,0.875,0.875,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
487,0.875,0.875,487,100.0,59.2,38.5,37.6,0.875,0.875,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
488,0.875,0.875,488,100.0,59.3,35.2,41.1,0.875,0.875,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
489,0.875,0.875,489,100.0,59.6,43.5,42.5,0.875,0.875,200,120,120,80,80,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16,16,200,0.4,0.4,1
